-0.11771,0.18128,-0.15376,-0.14525,0.073661,0.50558,0.1318,-0.34366,0.1443,-0.35198,0.23165,0.24221,0.064988,0.094325,-0.039767,-0.23865,-0.2432,-0.090068,0.042443,-0.18178,-0.17748,-0.18593,0.052841,0.11046,-0.013239,1
0.057389,0.11313,0.14742,-0.24577,0.29999,-0.39209,-0.20459,-0.078008,-0.21105,-0.28296,-0.27102,-0.15767,0.2885,-0.13714,0.036189,0.040374,0.32128,0.00091805,0.10649,-0.0923,-0.057881,0.14608,0.19014,-0.24883,0.19071,1
-0.13676,0.084976,-0.1435,0.19964,0.092287,-0.12109,0.48961,-0.0019353,0.01035,-0.11939,-0.017993,-0.072402,-0.039242,-0.27756,-0.25892,-0.14274,0.22085,0.41636,-0.24705,0.06642,-0.11088,0.080584,0.030594,-0.37744,-0.12263,1
-0.036878,0.14096,0.020901,0.18814,-0.2227,-0.053205,-0.33578,-0.016041,-0.050295,-0.2719,0.084318,0.21193,-0.045409,-0.20508,-0.37191,0.082022,-0.20401,0.18318,-0.01831,-0.22175,-0.20864,-0.10343,-0.19136,0.42827,-0.24682,1
0.058395,-0.18579,0.51516,-0.084106,-0.0030884,0.0085833,-0.14025,0.19729,-0.077599,0.10489,-0.23645,-0.3527,-0.28949,0.31283,0.32271,-0.16837,0.17182,0.0825,0.12574,0.070581,-0.066281,0.1067,0.033103,0.21312,0.0058739,1
-0.21108,-0.044513,0.052711,0.43755,0.16449,0.13438,-0.31725,-0.016366,-0.010899,-0.18237,0.11328,-0.2119,0.032723,0.22791,-0.21086,0.072243,-0.011344,0.10008,-0.25604,0.23313,0.021153,0.36894,0.26114,-0.28829,-0.038439,0
-0.1781,0.16249,-0.0036753,0.017822,0.15822,-0.1891,0.13424,0.28316,0.28442,0.27038,0.37,0.032048,-0.11971,0.25035,0.21202,-0.40076,0.16189,0.094469,-0.26086,-0.0065686,-0.025739,-0.17096,0.18718,0.18693,0.070539,1
-0.097546,-0.29289,0.056824,0.022751,-0.12603,-0.16248,0.071042,-0.026279,0.30552,-0.11826,-0.020967,0.091414,-0.14577,0.10335,-0.19433,0.042461,0.14721,0.43168,0.43201,0.31352,0.10401,0.00041532,-0.12993,0.37771,-0.044788,0
-0.32059,-0.16953,0.077917,-0.11848,0.091635,-0.19527,-0.0019331,0.2501,0.1076,-0.10706,0.35483,0.14624,-0.21167,0.38407,0.3011,-0.038299,-0.33213,-0.10707,-0.16239,0.052194,-0.011489,0.12941,-0.16884,0.22019,-0.19945,0
-0.23759,-0.042972,0.48391,0.059763,0.24136,-0.16092,-0.084332,0.48451,0.18711,0.13991,-0.19809,0.18745,0.27835,0.11105,-0.081248,0.040331,0.072636,-0.19311,-0.05148,0.13508,-0.081,-0.18114,0.086113,-0.19541,-0.050027,1
0.057586,0.049283,-0.013522,0.070483,-0.0039519,-0.12924,-0.19269,-0.013287,0.38282,0.36468,0.28561,0.31742,0.068002,0.1993,-0.36066,-0.097711,-0.19588,-0.26189,0.06061,-0.15329,0.22877,-0.039806,0.24565,-0.17862,0.094573,1
0.013381,0.039541,0.26946,-0.26085,-0.18632,0.17341,-0.14473,-0.064821,-0.20658,0.058555,0.077972,0.39793,-0.16447,0.023482,0.34801,-0.036147,0.058475,0.52915,0.11519,0.23227,0.080137,0.017816,-0.16418,0.0049115,-0.1509,0
-0.040251,0.30207,-0.14435,0.066851,-0.51354,-0.1465,-0.0069954,-0.37304,0.0021872,0.13457,-0.30261,-0.12802,-0.14805,-0.11693,-0.025007,-0.021195,-0.10057,-0.31749,-0.31588,-0.054627,0.16342,0.13618,0.021346,0.091329,-0.16419,0
0.15856,-0.030238,0.099985,0.072559,-0.043293,0.11007,0.60471,0.0075116,-0.090816,-0.12102,-0.23928,-0.10873,0.036423,-0.067235,-0.31978,-0.15838,-0.43166,-0.1152,-0.076306,0.0564,0.22574,0.14498,-0.028304,0.22589,-0.14627,0
0.35495,-0.036516,-0.13052,0.052099,0.014261,0.10169,0.068248,0.40608,-0.14756,-0.22459,-0.22139,-0.090937,-0.10479,0.012329,0.17154,-0.29732,0.38021,0.12518,0.022693,-0.30635,0.026065,-0.12972,-0.16982,0.1068,-0.31939,1
0.19147,0.36504,0.16197,-0.1028,-0.079427,-0.11756,-0.29992,-0.12746,-0.022348,0.18775,0.23983,-0.015743,-0.10223,0.24004,0.14953,-0.077445,-0.24388,-0.017448,0.15798,0.070196,0.27028,0.25256,-0.14545,-0.11064,-0.46595,0
-0.21485,0.062939,0.19194,0.017064,0.31273,-0.21814,0.25452,-0.16248,0.037123,0.18365,0.054269,0.021757,-0.42792,-0.2016,-0.19508,-0.10562,0.19319,0.11746,0.13625,-0.13196,-0.31976,0.020462,0.40137,0.018954,-0.11606,1
0.18428,-0.14447,0.23357,0.27677,-0.28954,-0.043417,0.13061,-0.21539,0.28748,-0.15348,0.23243,-0.033628,-0.039658,0.27248,-0.12836,-0.038687,0.20691,0.040139,-0.051324,-0.31173,-0.10582,0.27507,-0.023537,0.39956,-0.1357,1
-0.069127,0.22265,0.1308,-0.19999,0.11138,-0.27315,-0.029909,-0.13691,0.41887,-0.23183,-0.29728,0.10858,0.26742,-0.21375,0.0022257,-0.0079872,0.1917,-0.18819,-0.21518,0.21817,-0.055859,-0.21945,0.31828,0.12776,0.016862,1
0.15962,-0.11895,0.20012,0.23541,0.01937,-0.24991,0.23943,-0.012289,0.23105,-0.39827,-0.10607,0.21102,-0.14465,-0.094261,0.12525,-0.16919,-0.049544,0.19822,0.13752,0.46281,-0.17246,-0.078813,-0.13056,0.19226,0.19464,1
-0.25412,0.12422,0.19685,-0.30626,-0.042441,0.048298,0.26024,-0.098636,-0.059954,-0.23785,-0.090666,-0.099079,0.50658,0.020678,-0.13817,-0.055246,-0.37923,0.0015384,-0.35231,0.12684,0.024116,0.12412,0.11537,-0.15232,0.10921,0
-0.015686,-0.12472,-0.051357,-0.37991,0.00095487,0.085876,-0.36375,-0.052757,-0.32913,0.00882,0.11771,-0.3351,-0.084161,0.075293,-0.054585,-0.17702,-0.011439,0.1911,0.099026,0.21651,-0.20938,-0.19279,0.35197,0.10867,0.3211,0
0.49258,-0.34898,0.21447,-0.070348,-0.17198,0.017764,-0.27626,0.071194,0.25477,-0.084119,-0.22244,-0.17908,-0.28547,0.0004635,-0.13985,-0.31192,-0.07148,0.16235,-0.19169,0.024158,-0.029862,0.0022097,-0.22712,0.0039064,-0.013313,0
-0.17831,0.019295,0.36519,0.26765,-0.2693,-0.06953,0.068817,-0.11722,0.048762,0.24662,0.067302,-0.085587,0.34513,0.45789,0.031173,-0.090644,0.15409,-0.040602,-0.33154,0.023578,-0.020241,0.16111,0.29292,0.040984,-0.065277,1
0.04272,0.02174,-0.078601,-0.15641,-0.052054,0.038168,0.061445,0.090055,-0.10983,-0.13024,-0.085072,-0.27253,-0.088949,0.45636,-0.17058,-0.369,-0.20397,0.54603,-0.041204,-0.029718,0.18033,-0.13082,-0.00053186,-0.0084843,0.25885,1
-0.30792,-0.16513,-0.15926,0.46943,-0.401,-0.20053,0.01391,-0.22562,-0.035565,0.12468,-0.008283,-0.019904,0.10408,0.14869,-0.37896,0.13736,0.047029,-0.058533,0.12018,-0.18479,0.18839,-0.17762,0.21169,-0.011963,0.033917,1
0.0010739,0.099068,0.031432,-0.2989,0.048965,0.059419,0.096453,0.30099,0.17233,-0.28598,0.13398,-0.23723,-0.34162,0.21969,-0.29488,-0.28256,0.21626,0.16773,0.22425,0.19818,0.17972,-0.0097389,0.22257,-0.09526,0.14524,1
