PctPolicWhite,racepctblack,RacialMatchCommPol,AsianPerCap,whitePerCap,indianPerCap,racePctHisp,PctPolicBlack,PctPolicAsian,HispPerCap,racePctWhite,PctSpeakEnglOnly,PctForeignBorn,OtherPerCap,blackPerCap,PctPolicHisp,PctNotSpeakEnglWell,racePctAsian
0.8137011033099298,-0.15962888665997993,0.8297091273821464,-0.052357071213640916,0.02195085255767304,0.06649448345035106,0.02597793380140423,-0.005270812437311943,0.08162487462387162,0.023721163490471375,0.14628385155466406,0.10409729187562677,-0.09555165496489468,0.07540120361083247,0.02890170511534601,0.04842527582748245,-0.09058676028084256,-0.03368104312938816
-0.11629889669007021,-0.059628886659979924,-0.11029087261785357,-0.022357071213640944,0.01195085255767303,-0.04350551654964896,-0.07402206619859578,-0.03527081243731194,-0.018375125376128384,-0.03627883650952862,-0.013716148445335974,0.05409729187562673,-0.005551654964894681,-0.06459879638916752,0.03890170511534602,-0.02157472417251756,-0.05058676028084255,0.2963189568706118
-0.11629889669007021,0.3103711133400201,-0.11029087261785357,-0.03235707121364095,-0.078049147442327,-0.13350551654964896,-0.10402206619859578,-0.03527081243731194,-0.018375125376128384,0.003721163490471413,-0.1937161484453359,0.09409729187562677,-0.07555165496489466,-0.004598796389167492,-0.02109829488465398,-0.02157472417251756,-0.11058676028084255,0.016318956870611856
-0.11629889669007021,0.8203711133400201,-0.11029087261785357,-0.07235707121364093,0.03195085255767305,-0.04350551654964896,-0.04402206619859578,-0.03527081243731194,-0.018375125376128384,0.0537211634904714,-0.673716148445336,0.024097291875626814,-0.02555165496489467,0.07540120361083247,0.09890170511534602,-0.02157472417251756,-0.07058676028084256,-0.03368104312938816
-0.11629889669007021,-0.15962888665997993,-0.11029087261785357,0.41764292878635906,0.041950852557673,-0.20350551654964896,-0.09402206619859578,-0.03527081243731194,-0.018375125376128384,0.09372116349047138,0.196283851554664,0.09409729187562677,-0.10555165496489467,0.2254012036108325,-0.01109829488465397,-0.02157472417251756,-0.10058676028084255,-0.06368104312938816
-0.11629889669007021,-0.11962888665997992,-0.11029087261785357,0.19764292878635908,0.39195085255767304,0.07649448345035106,0.10597793380140422,-0.03527081243731194,-0.018375125376128384,0.21372116349047138,-0.21371614844533593,-0.33590270812437323,0.48444834503510525,0.19540120361083246,0.478901705115346,-0.02157472417251756,0.12941323971915747,0.8463189568706119
-0.11629889669007021,-0.17962888665997992,-0.11029087261785357,0.5376429287863591,0.07195085255767303,0.03649448345035103,-0.12402206619859578,-0.03527081243731194,-0.018375125376128384,-0.026278836509528614,0.22628385155466402,-0.05590270812437326,-0.06555165496489468,-0.04459879638916753,0.10890170511534603,-0.02157472417251756,-0.10058676028084255,-0.09368104312938816
-0.11629889669007021,-0.14962888665997992,-0.11029087261785357,-0.052357071213640916,-0.24804914744232698,-0.03350551654964895,0.8559779338014042,-0.03527081243731194,-0.018375125376128384,-0.1762788365095286,-0.29371614844533595,-0.6659027081243732,0.37444834503510527,-0.10459879638916753,-0.21109829488465398,-0.02157472417251756,0.7794132397191575,0.046318956870611855
-0.11629889669007021,0.02037111334002009,-0.11029087261785357,-0.062357071213640924,-0.13804914744232696,-0.10350551654964896,-0.14402206619859578,-0.03527081243731194,-0.018375125376128384,-0.1662788365095286,0.086283851554664,0.20409729187562675,-0.20555165496489466,0.005401203610832461,-0.101098294884654,-0.02157472417251756,-0.14058676028084255,-0.13368104312938817
-0.11629889669007021,-0.11962888665997992,-0.11029087261785357,0.007642928786359082,0.571950852557673,-0.11350551654964897,-0.11402206619859578,-0.03527081243731194,-0.018375125376128384,0.41372116349047144,0.11628385155466403,0.06409729187562674,0.004448345035105328,-0.1145987963891675,-0.181098294884654,-0.02157472417251756,-0.12058676028084256,0.14631895687061183
-0.11629889669007021,-0.029628886659979925,-0.11029087261785357,-0.0023570712136409266,0.0019508525576730218,0.01649448345035104,0.2659779338014042,-0.03527081243731194,-0.018375125376128384,-0.006278836509528596,-0.683716148445336,-0.7859027081243732,0.7844483450351053,0.055401203610832506,0.10890170511534603,-0.02157472417251756,0.4294132397191574,0.8463189568706119
