0.51079,0.79837,0.17407,0.075939,0.25617,1
0.72741,-0.35224,-0.40845,-0.37621,0.19606,0
-0.78019,0.034572,0.32786,0.14213,-0.51226,0
0.5313,-0.33556,0.18922,0.41717,-0.62872,0
0.29757,0.28334,0.12619,0.8007,-0.41728,0
-0.77794,-0.35713,0.30652,-0.41117,0.065235,0
-0.30873,0.34887,0.18613,0.31997,0.8037,1
0.26717,0.57653,-0.73414,0.07847,-0.2261,1
0.8426,0.4031,-0.038225,0.19451,0.29706,0
0.96465,-0.067617,-0.050873,0.18675,0.1656,0
-0.45344,-0.71829,-0.17871,0.30161,0.3944,0
0.84899,-0.23487,0.47055,-0.036909,0.035512,1
0.38333,0.71581,-0.46277,-0.077786,-0.34708,1
-0.029407,-0.50002,-0.22564,0.46999,-0.69088,0
0.28088,0.37763,-0.2798,-0.83455,0.061104,1
-0.1334,0.080736,-0.76422,-0.3284,0.53274,1
-0.063547,0.73542,-0.098404,-0.65039,-0.14977,1
0.58082,-0.76454,-0.10686,-0.14917,-0.21085,0
0.63773,-0.089479,0.69252,0.29359,-0.13969,1
0.60909,-0.51912,-0.10703,0.35489,-0.4713,0
0.19964,0.86458,-0.3164,-0.30175,-0.14658,1
-0.54192,0.37036,0.71964,-0.21142,-0.081116,1
0.36037,0.69285,0.62035,0.068846,0.023032,1
0.82346,-0.5345,-0.11599,-0.14742,-0.032218,0
0.27364,-0.26229,-0.84303,0.16893,0.34218,1
0.84079,-0.22141,-0.3613,0.32498,0.088832,0
0.29888,0.45165,-0.06412,-0.38238,0.74589,1
-0.49609,-0.45429,0.45134,-0.2891,0.51012,1
0.1011,0.24136,-0.08985,-0.73352,0.62081,1
-0.30056,-0.78332,0.16929,0.43726,-0.27607,0
0.67329,-0.26817,0.29701,-0.47677,0.39905,1
-0.50917,-0.36558,-0.55516,-0.53437,-0.11552,0
-0.48028,-0.70863,-0.42595,-0.11411,0.26967,0
-0.41222,0.25867,-0.37739,-0.72751,0.30245,1
-0.793,0.075948,-0.13677,-0.0056177,-0.58877,0
0.69786,0.016244,-0.15553,-0.27202,-0.64385,0
0.11023,-0.45206,0.0042265,0.73817,-0.48844,0
-0.21374,0.31923,-0.85765,0.32233,0.11377,1
0.42078,0.10753,-0.14034,-0.76673,0.45146,1
-0.77604,-0.1356,0.56336,0.20011,-0.14819,0
-0.052703,0.011799,-0.54985,-0.7207,0.41873,1
-0.20693,-0.22454,0.80024,-0.21859,0.46755,1
0.15182,-0.83241,0.16662,0.078192,-0.50016,0
0.33026,-0.30154,-0.030619,0.78932,0.41957,1
-0.59507,-0.57201,0.12553,-0.18787,-0.51733,0
-0.010499,-0.3421,-0.54678,0.55071,0.52973,1
-0.13019,-0.91309,-0.066752,-0.37974,-0.025714,0
0.25551,-0.21719,0.6529,0.13332,0.66595,1
0.45247,-0.82884,0.040704,0.27512,-0.17592,0
0.69924,0.60781,0.02608,0.0537,0.37156,1
-0.56515,0.34031,-0.48042,0.57647,-0.041088,1
0.037747,-0.0097725,-0.015035,0.15771,-0.9866,0
-0.6886,-0.019721,0.13178,-0.44474,-0.55703,0
-0.46667,-0.33451,0.1787,-0.75663,0.2567,0
-0.0031817,0.47321,-0.17318,0.86338,-0.025496,1
0.76255,-0.066281,-0.11765,-0.30078,-0.55662,0
-0.32521,-0.30191,0.85507,0.043672,-0.26466,0
0.13612,0.49532,-0.82774,0.20642,0.091455,1
-0.091556,-0.091226,0.90484,0.046104,-0.40303,0
0.5991,-0.31582,0.18099,-0.48509,0.52274,1
-0.63933,-0.17245,0.58708,-0.27457,-0.37612,0
0.012506,-0.32571,-0.63926,-0.047974,0.69484,1
0.24088,-0.48833,-0.25723,0.64476,-0.47077,0
0.37862,0.86897,-0.095657,-0.29613,0.068523,1
0.53817,0.57696,0.14732,0.27347,-0.53009,0
0.045864,0.16414,-0.89143,0.16472,-0.38622,0
-0.70834,-0.59699,0.22397,-0.11106,-0.28173,0
-0.36888,-0.43009,-0.60272,-0.52526,0.19944,0
-0.72724,-0.12093,0.045344,-0.19465,0.64541,1
0.9098,0.30634,0.25251,-0.033556,0.11631,0
-0.28833,-0.62387,0.15319,-0.68822,-0.17474,0
0.2668,-0.83093,0.38611,0.068541,0.29084,0
-0.091077,-0.6859,0.47621,-0.38922,0.37814,0
0.7654,0.28727,-0.56065,-0.081173,0.10354,0
-0.68586,0.35094,0.23051,0.30149,0.51225,1
-0.69671,0.22441,-0.46921,-0.44947,0.20509,1
-0.64624,-0.059193,-0.60054,-0.13097,-0.44841,0
0.36119,0.1359,0.68424,0.259,0.56197,1
-0.088025,-0.2363,2.4738e-05,-0.91107,-0.32614,0
-0.13151,0.57823,-0.036838,0.69491,-0.4051,1
0.43577,-0.41808,0.27974,0.74438,0.054328,1
0.22627,0.35311,0.4614,0.7445,-0.23863,1
0.19789,-0.84906,0.35035,-0.3159,-0.13188,0
0.7297,-0.15391,0.57461,0.19699,0.27362,1
-0.40292,0.27686,0.46569,-0.51888,0.52431,1
0.30584,0.4562,0.10526,0.82445,-0.086911,1
0.45187,-0.60476,-0.37356,0.50902,0.17731,0
-0.14697,0.76022,-0.39291,0.4748,-0.1437,1
0.13069,0.40003,0.72238,-0.53076,0.13913,1
-0.565,-0.03289,-0.78114,0.15506,0.21324,1
-0.80202,-0.13639,-0.01709,-0.39005,-0.43097,0
0.052249,-0.10841,-0.97092,-0.15516,0.13692,1
0.47203,-0.1981,0.66695,-0.37253,0.39285,1
0.88742,0.0079099,0.29577,-0.35206,0.031683,0
-0.3229,0.024834,0.00056267,-0.44,0.83757,1
0.17569,0.77474,-0.066436,-0.19686,-0.57075,1
-0.023864,0.44173,-0.71924,-0.49146,-0.21322,1
-0.69555,0.16801,0.20912,0.21863,-0.62965,0
-0.18093,-0.086438,-0.90366,-0.048553,0.37528,1
-0.56107,0.19545,-0.72508,0.21858,0.27108,1
